id,title,description,avg_salary,currency,employer,city,search_query,employment,remote,published_at,url
121800556,Региональный представитель,"Опыт работы в области прямых продаж не менее 2 лет. Высокие коммуникативные навыки, умение эффективно вести переговоры. Проактивность, позитивное отношение... Поиск и расширение клиентской базы. Проведение презентаций и переговоров с клиентами с целью осуществления продаж. Подготовка коммерческих предложений, заключение договоров...",100000.0,RUR,Cognitive Pilot,Челябинск,искусственный интеллект,Полная занятость,Очная,2025-10-10T09:52:36+0300,https://hh.ru/vacancy/121800556
125806839,"Специалист по развитию территории / Торговый представитель, г. Челябинск","Имеешь опыт в продажах или хочешь развиваться в этом направлении. Получил(а) образование не ниже среднего специального. Готов(а) к... Посещать торговые точки по заранее согласованным маршрутам. Выстраивать партнерские отношения с владельцами и продавцами, рассказывать о новинках и возможностях JTI.",132000.0,RUR,JTI,Челябинск,искусственный интеллект,Полная занятость,Очная,2025-10-21T09:09:06+0300,https://hh.ru/vacancy/125806839
116322276,Старший менеджер по обслуживанию (Ленинский район),"Активно используешь гаджеты. Доброжелателен и готов помогать клиентам. Готов использовать <highlighttext>искусственный</highlighttext> <highlighttext>интеллект</highlighttext> в ежедневной работе (обучение за счёт компании — есть... Обслуживать клиентов в отделении Сбера. Проводить кассовые операции: прием, выдача, обмен денег. Продавать продукты Сбера и консультировать клиентов по возникающим...",69700.0,RUR,СБЕР,Челябинск,искусственный интеллект,Полная занятость,Очная,2025-10-09T10:51:40+0300,https://hh.ru/vacancy/116322276
125896602,Старший клиентский менеджер,Активно используешь гаджеты. Доброжелателен и готов помогать клиентам. Готов использовать <highlighttext>искусственный</highlighttext> <highlighttext>интеллект</highlighttext> в ежедневной работе (обучение за счёт компании — есть... Консультировать клиентов в отделении банка. Продавать продукты и услуги Сбера и помогать с их оформлением. Обучать клиентов пользоваться сервисами и...,78500.0,RUR,СБЕР,Челябинск,искусственный интеллект,Полная занятость,Очная,2025-10-28T12:24:50+0300,https://hh.ru/vacancy/125896602
127043449,Менеджер выездного сервиса (ТЦ),Доброжелательность и готовность к работе с клиентами. Готовность использовать <highlighttext>искусственный</highlighttext> <highlighttext>интеллект</highlighttext> в ежедневной работе (обучение за счёт компании — есть свои... Работать с холодным потоком клиентов в ТЦ твоего города. Предлагать клиентам банковские продукты и подключать сервисы экосистемы Сбера.,78540.0,RUR,СБЕР,Челябинск,искусственный интеллект,Полная занятость,Очная,2025-10-28T09:50:09+0300,https://hh.ru/vacancy/127043449
126510617,Старший менеджер по работе с клиентами (Металлургический р-он),"Активно используешь гаджеты и программы MS Office. Готов использовать <highlighttext>искусственный</highlighttext> <highlighttext>интеллект</highlighttext> в ежедневной работе (обучение за счёт компании — есть свои... Консультировать клиентов по всем продуктам и услугам Сбера, включая ипотеку. Продавать банковские продукты и услуги. Обучать клиентов пользоваться сервисами и...",78500.0,RUR,СБЕР,Челябинск,искусственный интеллект,Полная занятость,Очная,2025-10-14T11:40:00+0300,https://hh.ru/vacancy/126510617
126895334,Старший менеджер по работе с ключевыми клиентами,"Знаешь отрасли ведения бизнеса и банковские продукты для малого бизнеса. Готов использовать <highlighttext>искусственный</highlighttext> <highlighttext>интеллект</highlighttext> в ежедневной работе (обучение за счёт... Развивать бизнес клиентов из закрепленной базы, подбирая решения от Сбера. Выезжать на переговоры к клиентам. Предлагать клиентам продукты, рекомендованные AI...",119500.0,RUR,СБЕР,Челябинск,искусственный интеллект,Полная занятость,Очная,2025-10-24T08:21:31+0300,https://hh.ru/vacancy/126895334
126895350,Старший менеджер по работе с ключевыми клиентами,"Знаешь отрасли ведения бизнеса и банковские продукты для малого бизнеса. Готов использовать <highlighttext>искусственный</highlighttext> <highlighttext>интеллект</highlighttext> в ежедневной работе (обучение за счёт... Развивать бизнес клиентов из закрепленной базы, подбирая решения от Сбера. Выезжать на переговоры к клиентам. Предлагать клиентам продукты, рекомендованные AI...",119500.0,RUR,СБЕР,Челябинск,искусственный интеллект,Полная занятость,Очная,2025-10-24T08:21:50+0300,https://hh.ru/vacancy/126895350
127202451,Выездной представитель банка,Будет плюсом образование и опыт в продажах. Выезжать на консультации клиентов в удобные для них локации. Предлагать клиентам банковские продукты и подключать сервисы экосистемы Сбера.,78500.0,RUR,СБЕР,Челябинск,искусственный интеллект,Полная занятость,Очная,2025-11-03T09:02:04+0300,https://hh.ru/vacancy/127202451
120241471,Менеджер выездного сервиса,Будет плюсом образование и опыт в продажах. Выезжать на консультации клиентов в удобные для них локации. Предлагать клиентам банковские продукты и подключать сервисы экосистемы Сбера.,78500.0,RUR,СБЕР,Челябинск,искусственный интеллект,Полная занятость,Очная,2025-11-02T09:40:06+0300,https://hh.ru/vacancy/120241471
126895342,Старший менеджер по работе с ключевыми клиентами,"Знаешь отрасли ведения бизнеса и банковские продукты для малого бизнеса. Готов использовать <highlighttext>искусственный</highlighttext> <highlighttext>интеллект</highlighttext> в ежедневной работе (обучение за счёт... Развивать бизнес клиентов из закрепленной базы, подбирая решения от Сбера. Выезжать на переговоры к клиентам. Предлагать клиентам продукты, рекомендованные AI...",119500.0,RUR,СБЕР,Челябинск,искусственный интеллект,Полная занятость,Очная,2025-10-24T08:21:40+0300,https://hh.ru/vacancy/126895342
127249325,SMM-менеджер в сеть кафе Friendly,"Навыки мобильной съемки (фото и/или видео) . Креативность (Вы умеете чувствовать тренды и реализовывать нетривиальные идеи). Опыт работы с <highlighttext>нейросетями</highlighttext>... Удалённый формат работы с выездом на объекты. Разработка и реализация контент-стратегии бренда в соцсетях. Создание вовлекающего, трендового, актуального для...",57500.0,RUR,Стар,Челябинск,нейронные сети,Полная занятость,Гибрид,2025-11-03T09:22:04+0300,https://hh.ru/vacancy/127249325
127074099,Графический дизайнер,"Отлично владеешь инструментами дизайна (Adobe Photoshop, Illustrator, CorelDRAW и др.). – готов(а) выполнить тестовое задание. Изготовление дизайна рoстoвых фигуp популярных персонажей. – Быстрая предпечатная подготовка.",67500.0,RUR,Giftmarket,Челябинск,нейронные сети,Полная занятость,Удалённая,2025-10-28T16:18:19+0300,https://hh.ru/vacancy/127074099
127130702,SMM-менеджер,"Опыт работы в SMM, наличие портфолио или кейсов желательно. Умение работать в графических редакторах (CorelDraw, Photoshop). Хороший визуальный вкус.  Анализ конкурентов и целевой аудитории. SEO-продвижение сайтов. Работа с <highlighttext>нейросетями</highlighttext> для создания и анализа контента. Аудит и анализ сайтов...",50000.0,RUR,Автоматические ворота и двери,Челябинск,нейронные сети,Полная занятость,Очная,2025-10-30T09:23:20+0300,https://hh.ru/vacancy/127130702
127140691,Дизайнер-оператор,"Креативная обработка фотографий). Обучение работы с <highlighttext>нейросетями</highlighttext> в области фото-дизайна. Требования: знание офисных программ, желательно знание Photoshop (начальный ур... Обязанности: прием и выполнение заказов фото-копи-центра, общение с клиентами. 1. Обучим дизайнерским программам (в рамках работы) (Photoshop, CorelDRAW). -",30000.0,RUR,ArtZeron,Челябинск,нейронные сети,Полная занятость,Очная,2025-10-30T12:11:53+0300,https://hh.ru/vacancy/127140691
126761244,Менеджер маркетплейсов,"Знания площадок Ozon, Wildberiss. Нацеленность на результат. Опыт работы в магазинах Ozon, Wildberiss (от полугода). Грамотная письменная речь.  Создание поставок. Генерация фото контента через <highlighttext>нейросети</highlighttext>. Взаимодействие с покупателями (отзывы и вопросы, решение вопросов с тех поддержкой).",32500.0,RUR,SLADKO,Челябинск,нейронные сети,Полная занятость,Удалённая,2025-10-21T09:32:55+0300,https://hh.ru/vacancy/126761244
